Jenis Kelamin,Umur,Wilayah,Tanggapan,Tanggapan_Final,text_clean,topic_number,topic_id,topic_label,topic_probability
Perempuan,12 sampai 15 tahun,Sibolga Utara,gelisah,gelisah,gelisah,2,1,Ketakutan & Dampak Banjir,0.6111
Perempuan,12 sampai 15 tahun,Sibolga Utara,tidak senang,senang,senang,8,7,Keluhan Fisik & Kesehatan,0.6111
Perempuan,12 sampai 15 tahun,Sibolga Utara,takut sewaktu datang hujan,takut waktu datang hujan,takut datang hujan,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,12 sampai 15 tahun,Sibolga Utara,saya merasakan hati saya sedih merasa takut dan pedih karena melihat semuanya pada saat kejadian dan selesai kejadian,rasa hati sedih rasa takut pedih lihat semua saat jadi selesai jadi,rasa hati sedih rasa takut pedih lihat semua selesai,2,1,Ketakutan & Dampak Banjir,0.9352
Perempuan,12 sampai 15 tahun,Sibolga Utara,ingin menangis karena mendengar sibolga tidak selamat lagi sangat sedih mendengar perkataannya ingin mendoakan agar tidak terjadi yang tidak diinginkan,menang dengar sibolga selamat sangat sedih dengar kata doa tidak jadi tidak ingin,menang dengar sibolga selamat sedih dengar kata doa ingin,2,1,Ketakutan & Dampak Banjir,0.727
Perempuan,12 sampai 15 tahun,Sibolga Utara,saya merasakan pingga saya sakit dan perut saya pedih karena lapar,rasa pingga sakit perut pedih lapar,rasa pingga sakit perut pedih lapar,8,7,Keluhan Fisik & Kesehatan,0.6868
Perempuan,12 sampai 15 tahun,Sibolga Utara,terasa seperti ingin datang mens yang belum pernah dirasakan ternyata karena belum makan dari pagi terasa sakit banget,asa ingin datang mens belum pernah rasa nyata belum makan pagi asa sakit banget,asa ingin datang mens pernah rasa nyata makan asa sakit,8,7,Keluhan Fisik & Kesehatan,0.7491
Perempuan,12 sampai 15 tahun,Sibolga Utara,tanganku terasa sakit karena memegang barangbarang atau baju untuk mandi,tangan asa sakit pegang barangbarang baju mandi,tangan asa sakit pegang barangbarang baju mandi,8,7,Keluhan Fisik & Kesehatan,0.6817
Perempuan,12 sampai 15 tahun,Sibolga Utara,untuk makan,makan,makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Perempuan,12 sampai 15 tahun,Sibolga Utara,tangan untuk cebok,tangan cebok,tangan cebok,8,7,Keluhan Fisik & Kesehatan,0.75
Perempuan,12 sampai 15 tahun,Sibolga Utara,kedinginan,dingin,dingin,8,7,Keluhan Fisik & Kesehatan,0.6111
Perempuan,12 sampai 15 tahun,Sibolga Utara,kesemutan,semut,semut,1,0,Kehilangan & Trauma Keluarga,0.125
Perempuan,12 sampai 15 tahun,Sibolga Utara,pada saat itu saya merasakan tangan saya terasa pegal sakit lelah karena mengangkat barang dll,saat rasa tangan saya asa pegal sakit lelah angkat barang,rasa tangan asa pegal sakit lelah angkat barang,8,7,Keluhan Fisik & Kesehatan,0.6851
Perempuan,12 sampai 15 tahun,Sibolga Utara,disuruh ngangkat air,suruh ngangkat air,suruh ngangkat air,4,3,Kebersihan & Aktivitas Pemulihan,0.75
Perempuan,12 sampai 15 tahun,Sibolga Utara,mengangkat batu membantu membereskan rumah mencuci piring,angkat batu bantu beres rumah cuci piring,angkat batu bantu beres rumah cuci piring,4,3,Kebersihan & Aktivitas Pemulihan,0.8068
Perempuan,12 sampai 15 tahun,Sibolga Utara,pada saat itu kaki saya terasa sakit pegal karena berlari saat kejadian bencana alam,kaki asa sakit pegal lari saat jadi bencana alam,kaki asa sakit pegal lari bencana alam,8,7,Keluhan Fisik & Kesehatan,0.8205
Perempuan,12 sampai 15 tahun,Sibolga Utara,capek lari kakiku sakit kakiku terluka,capek lari kaki sakit kaki luka,capek lari kaki sakit kaki luka,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5271
Perempuan,12 sampai 15 tahun,Sibolga Utara,sakit terluka terkena duri berlari mengangkat barang,sakit luka kena duri lari angkat barang,sakit luka kena duri lari angkat barang,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6568
Perempuan,12 sampai 15 tahun,Sibolga Utara,berjalan membantu orangrua orang lain berlariperlombaan lari karena mulai naik mainmain dengan teman berjalanjalan ke sekolah,jalan bantu orangrua orang berlariperlombaan lari mulai naik mainmain teman berjalanjalan sekolah,bantu orangrua orang berlariperlombaan lari naik mainmain teman berjalanjalan sekolah,1,0,Kehilangan & Trauma Keluarga,0.2692
Laki laki,12 sampai 15 tahun,Sibolga Utara,agak sedikit santai,sedikit santai,sedikit santai,3,2,Kerusakan Rumah & Bantuan,0.6111
Laki laki,12 sampai 15 tahun,Sibolga Utara,rumahrumah tidak ada lagi,rumahrumah ada,rumahrumah,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Laki laki,12 sampai 15 tahun,Sibolga Utara,suara sungai berbunyi batu bergetargetar,suara sungai bunyi batu bergetargetar,suara sungai bunyi batu bergetargetar,6,5,Bencana & Kehilangan Tempat Tinggal,0.5343
Laki laki,12 sampai 15 tahun,Sibolga Utara,suara hujan,suara hujan,suara hujan,3,2,Kerusakan Rumah & Bantuan,0.8158
Laki laki,12 sampai 15 tahun,Sibolga Utara,suara batu,suara batu,suara batu,6,5,Bencana & Kehilangan Tempat Tinggal,0.8158
Laki laki,12 sampai 15 tahun,Sibolga Utara,suara petir,suara petir,suara petir,3,2,Kerusakan Rumah & Bantuan,0.8158
Laki laki,12 sampai 15 tahun,Sibolga Utara,mau bertemu keluarga,mau temu keluarga,temu keluarga,1,0,Kehilangan & Trauma Keluarga,0.75
Laki laki,12 sampai 15 tahun,Sibolga Utara,indomie,indomie,indomie,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Laki laki,12 sampai 15 tahun,Sibolga Utara,senang,senang,senang,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,12 sampai 15 tahun,Sibolga Utara,tidak ada,ada,,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,12 sampai 15 tahun,Sibolga Utara,takut jantung degdeg an dan khawatir,takut jantung degdeg an khawatir,takut jantung degdeg khawatir,2,1,Ketakutan & Dampak Banjir,0.75
Laki laki,12 sampai 15 tahun,Sibolga Utara,tidak kenapakenapa,kenapakenapa,kenapakenapa,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,12 sampai 15 tahun,Sibolga Utara,tangan saya terkilir,tangan kilir,tangan kilir,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Laki laki,12 sampai 15 tahun,Sibolga Utara,kakiku tidak kenapakenapa,kaki kenapakenapa,kaki kenapakenapa,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,saya ingin menyelamatkan orang tua,ingin selamat orang tua,ingin selamat orang tua,2,1,Ketakutan & Dampak Banjir,0.7092
Laki laki,8 sampai 11 tahun,Tapsel,handphone hilang,handphone hilang,handphone hilang,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,menyelmatkan orang jadi super hero,menyelmatkan orang jadi super hero,menyelmatkan orang super hero,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,menyelamatkan orang,selamat orang,selamat orang,2,1,Ketakutan & Dampak Banjir,0.3937
Laki laki,8 sampai 11 tahun,Tapsel,saya pasrah jika hari ini akan mati ternyata saya selamat aku merasa ketakutan dan akan hanyut dan terbawa air deras aku tidak takut lagi masih berani dan tenang,pasrah hari akan mati nyata selamat aku rasa takut akan hanyut bawa air deras aku takut masih berani tenang,pasrah mati nyata selamat rasa takut hanyut bawa air deras takut berani tenang,2,1,Ketakutan & Dampak Banjir,0.9022
Laki laki,8 sampai 11 tahun,Tapsel,banyak kayu,banyak kayu,kayu,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,garoga kosong,garoga kosong,garoga kosong,1,0,Kehilangan & Trauma Keluarga,0.8158
Laki laki,8 sampai 11 tahun,Tapsel,kosong,kosong,kosong,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,hancur garoga,hancur garoga,hancur garoga,3,2,Kerusakan Rumah & Bantuan,0.75
Laki laki,8 sampai 11 tahun,Tapsel,orang hanyut,orang hanyut,orang hanyut,2,1,Ketakutan & Dampak Banjir,0.8158
Laki laki,8 sampai 11 tahun,Tapsel,teriakan,ria,ria,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,8 sampai 11 tahun,Tapsel,ada tiang listrik,tiang listrik,tiang listrik,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,banyak batu,banyak batu,batu,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,banyak kayukayu,banyak kayukayu,kayukayu,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,Tapsel,lihat orang hanyut,lihat orang hanyut,lihat orang hanyut,2,1,Ketakutan & Dampak Banjir,0.8793
Laki laki,8 sampai 11 tahun,Tapsel,siapapun yang mereka temui akan mereka ceritakan,siapa mereka temu mereka cerita,siapa temu cerita,1,0,Kehilangan & Trauma Keluarga,0.8158
Laki laki,8 sampai 11 tahun,Tapsel,makan roti,makan roti,makan roti,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,8 sampai 11 tahun,Tapsel,makan ayam,makan ayam,makan ayam,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,8 sampai 11 tahun,Tapsel,makan daging sapi,makan daging sapi,makan daging sapi,7,6,Kebutuhan Makan & Aktivitas Fisik,0.75
Laki laki,8 sampai 11 tahun,Tapsel,air putih,air putih,air putih,2,1,Ketakutan & Dampak Banjir,0.8158
Laki laki,8 sampai 11 tahun,Tapsel,indomie dengan nasi,indomie nasi,indomie nasi,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,8 sampai 11 tahun,Tapsel,perasaannya biasa aja bosan karna makannya ituitu terus,asa biasa aja bosan karna makan ituitu terus,asa biasa bosan makan ituitu,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4559
Laki laki,8 sampai 11 tahun,Tapsel,lebih banyak merasakan sakit di tangan dan kaki,lebih banyak rasa sakit tangan kaki,rasa sakit tangan kaki,8,7,Keluhan Fisik & Kesehatan,0.7055
Laki laki,8 sampai 11 tahun,Tapsel,tidak nyaman sering hujan dan angin kencang,nyaman sering hujan angin kencang,nyaman hujan angin kencang,3,2,Kerusakan Rumah & Bantuan,0.8793
Laki laki,8 sampai 11 tahun,Tapsel,karna di tenda takut banjir lagi,karna tenda takut banjir,tenda takut banjir,2,1,Ketakutan & Dampak Banjir,0.8541
Laki laki,8 sampai 11 tahun,Tapsel,kondisi dingin,kondisi dingin,kondisi dingin,7,6,Kebutuhan Makan & Aktivitas Fisik,0.75
Laki laki,8 sampai 11 tahun,Tapsel,tidak merasakan sakit dibagian pinggang dan perut sakitnya di tangan dan kaki saja,rasa sakit bagi pinggang perut sakit tangan kaki,rasa sakit bagi pinggang perut sakit tangan kaki,8,7,Keluhan Fisik & Kesehatan,0.8422
Laki laki,8 sampai 11 tahun,Tapsel,tangan sakit karna pegangan sama apapun agar tidak hanyut,tangan sakit karna pegang sama apa tidak hanyut,tangan sakit pegang apa hanyut,8,7,Keluhan Fisik & Kesehatan,0.8068
Laki laki,8 sampai 11 tahun,Tapsel,kaki sakit karna menahan untuk bisa pegangan sama apapun agar tidak hanyut,kaki sakit karna tahan bisa pegang sama apa tidak hanyut,kaki sakit tahan pegang apa hanyut,8,7,Keluhan Fisik & Kesehatan,0.5563
Laki laki,8 sampai 11 tahun,Tapsel,kaki sakit,kaki sakit,kaki sakit,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5582
Laki laki,8 sampai 11 tahun,Tapsel,kaki sakit karna main air,kaki sakit karna main air,kaki sakit main air,7,6,Kebutuhan Makan & Aktivitas Fisik,0.64
Laki laki,8 sampai 11 tahun,Tapsel,kaki sakit karna main bola,kaki sakit karna main bola,kaki sakit main bola,7,6,Kebutuhan Makan & Aktivitas Fisik,0.7081
Perempuan,8 sampai 11 tahun,Tapsel,saya merasa sedih takut kehilangan orang tua,rasa sedih takut hilang orang tua,rasa sedih takut hilang orang tua,2,1,Ketakutan & Dampak Banjir,0.7139
Perempuan,8 sampai 11 tahun,Tapsel,sedih dan takut,sedih takut,sedih takut,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,8 sampai 11 tahun,Tapsel,merasakan sedih saat banjir datang membawa gelondongan kayu,rasa sedih banjir datang bawa gelondong kayu,rasa sedih banjir datang bawa gelondong kayu,2,1,Ketakutan & Dampak Banjir,0.9352
Perempuan,8 sampai 11 tahun,Tapsel,takut kehilangan orang tua kakak abang resah dan sakit kena kayu,takut hilang orang tua kakak abang resah sakit kena kayu,takut hilang orang tua kakak abang resah sakit kena kayu,2,1,Ketakutan & Dampak Banjir,0.6253
Perempuan,8 sampai 11 tahun,Tapsel,merasa sakit hati,rasa sakit hati,rasa sakit hati,8,7,Keluhan Fisik & Kesehatan,0.8793
Perempuan,8 sampai 11 tahun,Tapsel,gelondongan kayu besar dan air besar,gelondong kayu besar air besar,gelondong kayu besar air besar,2,1,Ketakutan & Dampak Banjir,0.9102
Perempuan,8 sampai 11 tahun,Tapsel,waktu rumah indah sekarang menjadi kayu gelondongan,waktu rumah indah sekarang jadi kayu gelondong,rumah indah sekarang kayu gelondong,3,2,Kerusakan Rumah & Bantuan,0.8793
Perempuan,8 sampai 11 tahun,Tapsel,gelodongan kayu besar dan air besar dulu tidak ada banjir dan kayu besar desa garoga itu indah,godong kayu besar air besar dulu ada banjir kayu besar desa garoga indah,godong kayu besar air besar dulu banjir kayu besar desa garoga indah,2,1,Ketakutan & Dampak Banjir,0.7499
Perempuan,8 sampai 11 tahun,Tapsel,melihat kayu gelondongan besar,lihat kayu gelondong besar,lihat kayu gelondong besar,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,Tapsel,melihat air yang besar air mengalir terus kayukayu lewat rumah kami hancur penghuni garoga banyak mati sekarang warga garoga gak banyak lagi,lihat air besar air alir terus kayukayu lewat rumah hancur huni garoga banyak mati sekarang warga garoga gak banyak,lihat air besar air alir kayukayu lewat rumah hancur huni garoga mati sekarang warga garoga,2,1,Ketakutan & Dampak Banjir,0.6312
Perempuan,8 sampai 11 tahun,Tapsel,dulu saya sangat senang garoga banyak pohon hijau sekarang hancur berkepingkeping,dulu sangat senang garoga banyak pohon hijau sekarang hancur berkepingkeping,dulu senang garoga pohon hijau sekarang hancur berkepingkeping,3,2,Kerusakan Rumah & Bantuan,0.8971
Perempuan,8 sampai 11 tahun,Tapsel,banyak kayu,banyak kayu,kayu,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Perempuan,8 sampai 11 tahun,Tapsel,garoga kosong,garoga kosong,garoga kosong,1,0,Kehilangan & Trauma Keluarga,0.8158
Perempuan,8 sampai 11 tahun,Tapsel,kosong,kosong,kosong,1,0,Kehilangan & Trauma Keluarga,0.6111
Perempuan,8 sampai 11 tahun,Tapsel,hancur garoga kosong,hancur garoga kosong,hancur garoga kosong,1,0,Kehilangan & Trauma Keluarga,0.545
Perempuan,8 sampai 11 tahun,Tapsel,berita tentang banyak orang mati ternyata hoax,berita banyak orang mati nyata hoax,berita orang mati nyata hoax,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,Tapsel,mendengar teman selamat,dengar teman selamat,dengar teman selamat,1,0,Kehilangan & Trauma Keluarga,0.6458
Perempuan,8 sampai 11 tahun,Tapsel,mendengar orangtua bersedih,dengar orangtua sedih,dengar orangtua sedih,3,2,Kerusakan Rumah & Bantuan,0.5985
Perempuan,8 sampai 11 tahun,Tapsel,saya merasa sedih takut kehilangan orang tua,rasa sedih takut hilang orang tua,rasa sedih takut hilang orang tua,2,1,Ketakutan & Dampak Banjir,0.7139
Perempuan,8 sampai 11 tahun,Tapsel,takut kehilangan orang tua kakak abang resah dan sakit kena,takut hilang orang tua kakak abang resah sakit kena,takut hilang orang tua kakak abang resah sakit kena,2,1,Ketakutan & Dampak Banjir,0.5915
Perempuan,8 sampai 11 tahun,Tapsel,semoga bukubuku untuk sekolah segera datang,moga bukubuku sekolah segera datang,moga bukubuku sekolah segera datang,3,2,Kerusakan Rumah & Bantuan,0.5526
Perempuan,8 sampai 11 tahun,Tapsel,semoga banjir tidak datang lagi saya mau lihat garoga seperti dulu lagi banyak pohon hijau,moga banjir datang saya mau lihat garoga dulu banyak pohon hijau,moga banjir datang lihat garoga dulu pohon hijau,3,2,Kerusakan Rumah & Bantuan,0.5297
Perempuan,8 sampai 11 tahun,Tapsel,saya mau uang untuk bantu orangtua membeli kebutuhan rumah,mau uang bantu orangtua beli butuh rumah,uang bantu orangtua beli butuh rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.6185
Perempuan,8 sampai 11 tahun,Tapsel,saya akan ceritakan kepada bapak desa ibu bapak bobby,akan cerita bapak desa ibu bapak bobby,cerita bapak desa ibu bapak bobby,6,5,Bencana & Kehilangan Tempat Tinggal,0.6994
Perempuan,8 sampai 11 tahun,Tapsel,makan roti,makan roti,makan roti,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Perempuan,8 sampai 11 tahun,Tapsel,makan ayam,makan ayam,makan ayam,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Perempuan,8 sampai 11 tahun,Tapsel,makan daging sapi,makan daging sapi,makan daging sapi,7,6,Kebutuhan Makan & Aktivitas Fisik,0.75
Perempuan,8 sampai 11 tahun,Tapsel,air putih,air putih,air putih,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,8 sampai 11 tahun,Tapsel,indomie dengan nasi,indomie nasi,indomie nasi,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Perempuan,8 sampai 11 tahun,Tapsel,makan nasi aja dan air putih akhirnya bisa makan lagi,makan nasi aja air putih akhir makan,makan nasi air putih makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.9103
Perempuan,8 sampai 11 tahun,Tapsel,makan nasi dengan sayur dan air putih,makan nasi sayur air putih,makan nasi sayur air putih,7,6,Kebutuhan Makan & Aktivitas Fisik,0.9103
Perempuan,8 sampai 11 tahun,Tapsel,perasaannya biasa aja bosan karna terlalu sering makan yang sama,asa biasa aja bosan karna terlalu sering makan sama,asa biasa bosan terlalu makan,6,5,Bencana & Kehilangan Tempat Tinggal,0.4117
Perempuan,8 sampai 11 tahun,Tapsel,sakit karna pegal saat banjir,sakit karna pegal banjir,sakit pegal banjir,8,7,Keluhan Fisik & Kesehatan,0.6458
Perempuan,8 sampai 11 tahun,Tapsel,sakit karna tidur di tenda,sakit karna tidur tenda,sakit tidur tenda,5,4,Dampak Pendidikan & Tempat Tidur,0.5526
Perempuan,8 sampai 11 tahun,Tapsel,sakit karna kena dorongdorongan kayu saat banjir,sakit karna kena dorongdorongan kayu banjir,sakit kena dorongdorongan kayu banjir,2,1,Ketakutan & Dampak Banjir,0.7069
Perempuan,8 sampai 11 tahun,Tapsel,merasa sedih dan takut,rasa sedih takut,rasa sedih takut,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,Tapsel,sakit hati karna banjir,sakit hati karna banjir,sakit hati banjir,8,7,Keluhan Fisik & Kesehatan,0.6376
Perempuan,8 sampai 11 tahun,Tapsel,setelah banjir selesai agak lebih tenang karna gak panik lagi macam waktu itu,banjir selesai lebih tenang karna gak panik macam waktu,banjir selesai tenang panik macam,2,1,Ketakutan & Dampak Banjir,0.6458
Perempuan,8 sampai 11 tahun,Tapsel,pinggang pegal karna tidur tidak nyaman,pinggang pegal karna tidur nyaman,pinggang pegal tidur nyaman,5,4,Dampak Pendidikan & Tempat Tidur,0.3621
Perempuan,8 sampai 11 tahun,Tapsel,perut sakit karna banyak makan indomie,perut sakit karna banyak makan indomie,perut sakit makan indomie,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5271
Perempuan,8 sampai 11 tahun,Tapsel,sakit karna pegal,sakit karna pegal,sakit pegal,8,7,Keluhan Fisik & Kesehatan,0.8158
Perempuan,8 sampai 11 tahun,Tapsel,sakit karna pegang apapun saat banjir,sakit karna pegang apa banjir,sakit pegang apa banjir,8,7,Keluhan Fisik & Kesehatan,0.75
Perempuan,8 sampai 11 tahun,Tapsel,kaki sakit karna bertahan untuk pegangan saat banjir,kaki sakit karna tahan pegang banjir,kaki sakit tahan pegang banjir,8,7,Keluhan Fisik & Kesehatan,0.4935
Perempuan,8 sampai 11 tahun,Tapsel,kaki sakit berjalan jauh saat banjir,kaki sakit jalan jauh banjir,kaki sakit jauh banjir,7,6,Kebutuhan Makan & Aktivitas Fisik,0.715
Perempuan,8 sampai 11 tahun,Tapsel,kaki sakit karna setelah banjir berjalan jauh,kaki sakit karna banjir jalan jauh,kaki sakit banjir jauh,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6056
Perempuan,12 sampai 15 tahun,Tapsel,saya takut khawatir buku sekolah dan barang kesayangan hanyut semua takut kelaparan dan takut liat orangorang hanyut,takut khawatir buku sekolah barang sayang hanyut semua takut lapar takut liat orangorang hanyut,takut khawatir buku sekolah barang sayang hanyut semua takut lapar takut liat orangorang hanyut,2,1,Ketakutan & Dampak Banjir,0.517
Perempuan,12 sampai 15 tahun,Tapsel,takut gelisah takut hanyut,takut gelisah takut hanyut,takut gelisah takut hanyut,2,1,Ketakutan & Dampak Banjir,0.8542
Perempuan,12 sampai 15 tahun,Tapsel,saat banjir aku sama mama tapi mamaku hanyut dan meninggal sampai saat ini jenazahnya belum ditemukan aku sedih banget,banjir aku sama mama mama hanyut tinggal saat jenazah temu aku sedih banget,banjir mama mama hanyut tinggal jenazah temu sedih,6,5,Bencana & Kehilangan Tempat Tinggal,0.4659
Perempuan,12 sampai 15 tahun,Tapsel,saat banjir saya takut sekali karna orangtua bapak saya hanyut tapi alhamdulillah selamat,banjir takut sekali karna orangtua bapak hanyut alhamdulillah selamat,banjir takut sekali orangtua bapak hanyut alhamdulillah selamat,2,1,Ketakutan & Dampak Banjir,0.6547
